QueryID AssessorID DocID Grade
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2014/10/15/mitt-romney-throws-cold-water-on-16-bid 1
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2014/10/16/mitt-romney-charlie-baker-the-one-to-alleviate-poverty 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/24 2
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/17 2
"mitt romney governor ma" Jaissica http://www.bostonherald.com/news_opinion/local_politics/2014/12/in_this_corner_possible_matchups 2
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/14 2
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2015/01/09/mitt-romney-chris-christie-share-charlie-bakers-spotlight 2
"mitt romney governor ma" Jaissica http://www.bostonherald.com/news_opinion/local_politics/2015/01/mitt_romney_chris_christie_share_charlie_baker_s_spotlight 1
"mitt romney governor ma" Jaissica https://votesmart.org/public-statement/286966/governor-mitt-romney-on-iowas-defense-of-marriage-act 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/gov-mitt-romney 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/16 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/politics/2015/01/15/romney-allies-comparing-mitt-to-reagan 0
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2015/03/08/boston-olympic-bid-may-pit-patrick-vs-baker 2
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2015/01/12/charlie-baker-to-lean-on-mitt-romney-for-olympic-advice 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/22 2
"mitt romney governor ma" Jaissica https://www.breitbart.com/politics/2012/06/19/sen-john-kerry-to-play-mitt-romney-in-obama-debate-prep 2
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/19 2
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/23 2
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2014/02/25/carr-dont-fool-yourself-deval 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/27 1
"mitt romney governor ma" Jaissica http://ibetmittromney.tumblr.com/mobile/page/240 1
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2018/01/03/carr-mitt-romney-is-making-his-move-literally 0
"mitt romney governor ma" Jaissica http://www.radaronline.com/exclusives/2012/10/mitt-romney-october-surprise-revealed-gloria-allred 1
"mitt romney governor ma" Jaissica https://radaronline.com/exclusives/2012/10/gloria-allred-mitt-romney-october-surprise-boston-hearing-delayed 0
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2014/01/17/very-real-mitt-romney-revealed-in-netflix-documentary 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/25 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/18 2
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2014/10/19/pols-politics-vintage-68-campaign-poster-find-delights-mitt-romney 0
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2017/09/12/battenfeld-mitt-romney-in-senate-could-save-gop 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/15 1
"mitt romney governor ma" Jaissica https://ibetmittromney.tumblr.com/page/240 1
"mitt romney governor ma" Jaissica http://ibetmittromney.tumblr.com/page/240 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/20 2
"mitt romney governor ma" Jaissica https://www.breitbart.com/politics/2012/01/17/mitt-romney-changes-position-on-releasing-tax-returns-dnc-attacks-with-whatmittpayscom-website 0
"mitt romney governor ma" Jaissica https://www.mediaite.com/online/romney-campaign-denies-mitt-romney-left-bullying-messages-for-slain-marines-mother 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/politics/2018/01/05/pollak-isnt-mitt-romney-running-senate-massachusetts 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/clips/2016/11/28/gop-rep-chris-collins-mitt-romney-self-serving-egomaniac-loser 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/politics/2015/01/29/mitt-romney-returns-to-instagram 1
"mitt romney governor ma" Jaissica http://www.mediaite.com/tv/elizabeth-warren-should-ask-for-proof-that-scott-brown-and-mitt-romney-are-really-white 0
"mitt romney governor ma" Jaissica http://www.nydailynews.com/news/politics/obama-irritated-romney-2012-concession-david-axelrod-article-1.2102383 0
"mitt romney governor ma" Jaissica https://ibetmittromney.tumblr.com/post/30998514297/i-bet-mitt-romney-calls-his-white-friends-ma 1
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/45 0
"mitt romney governor ma" Jaissica https://www.breitbart.com/tag/mitt-romney/page/26 2
"mitt romney governor ma" Jaissica https://www.bostonherald.com/2017/06/25/pols-politics-charlie-baker-eyes-legacy-of-reshaping-courts 1
"mitt romney governor ma" Jaissica http://www.4president.org/speeches/2012/mittromney2012announcement.htm 2
