QueryID AssessorID DocID Grade
"elizabeth warren platform" Jaissica https://www.politico.com/news/2020/01/29/warren-plan-election-disinformation-2020-108854 1
"elizabeth warren platform" Jaissica https://civicskunk.works/a-civic-take-elizabeth-warren-is-right-these-arent-your-granddaddy-s-monopolies-1f8aa2664b79 0
"elizabeth warren platform" Jaissica https://www.aei.org/technology-and-innovation/a-darker-side-of-elizabeth-warrens-war-on-tech 1
"elizabeth warren platform" Jaissica https://medium.com/@jacobflowers/elizabeth-warren-is-not-a-sell-out-d7ec76469aa5 0
"elizabeth warren platform" Jaissica https://medium.com/tag/elizabeth-warren/archive/2019/09/25 0
"elizabeth warren platform" Jaissica https://tech.co/news/elizabeth-warren-break-tech-companies-2019-03 1
"elizabeth warren platform" Jaissica https://pjmedia.com/trending/elizabeth-warren-proposes-orwellian-criminal-penalties-for-spreading-disinformation-online 0
"elizabeth warren platform" Jaissica https://www.nbcnews.com/politics/2016-election/trump-calls-elizabeth-warren-racist-total-fraud-n599796 1
"elizabeth warren platform" Jaissica http://www.nbcnews.com/politics/2016-election/trump-calls-elizabeth-warren-racist-total-fraud-n599796 0
"elizabeth warren platform" Jaissica https://politicsdoneright.com/tag/elizabeth-warren/page/2 0
"elizabeth warren platform" Jaissica https://qz.com/1568851/elizabeth-warrens-plans-for-breaking-up-amazon-and-google 1
"elizabeth warren platform" Jaissica https://www.elizabethwarren.com/plans/fighting-digital-disinformation 2
"elizabeth warren platform" Jaissica http://www.elizabethwarren.com/plans/fighting-digital-disinformation 1
"elizabeth warren platform" Jaissica https://elizabethwarren.com/plans/fighting-digital-disinformation 2
"elizabeth warren platform" Jaissica http://elizabethwarren.com/plans/fighting-digital-disinformation 0
"elizabeth warren platform" Jaissica https://2020.elizabethwarren.com/plans/fighting-digital-disinformation 2
"elizabeth warren platform" Jaissica https://dailycaller.com/2019/03/24/kolb-warren-hitchens 0
"elizabeth warren platform" Jaissica http://dailycaller.com/2019/03/24/kolb-warren-hitchens 2
"elizabeth warren platform" Jaissica https://www.theguardian.com/us-news/2019/jun/02/elizabeth-warren-san-francisco-democrats-virginia-beach-shooting 1
"elizabeth warren platform" Jaissica https://medium.com/@nikhilgehani/these-two-are-not-the-same-bernie-sanders-and-elizabeth-warren-57b5be76fbe6 0
"elizabeth warren platform" Jaissica http://dailycaller.com/2021/01/29/warren-calls-sec-securities-markets-reflect-value 0
"elizabeth warren platform" Jaissica https://dailycaller.com/2021/01/29/warren-calls-sec-securities-markets-reflect-value 1
"elizabeth warren platform" Jaissica https://www.reuters.com/news/archive/us-elections-2020-warren 0
"elizabeth warren platform" Jaissica https://www.axios.com/warren-biden-influence-policies-76513650-bf21-4f32-8ca5-68802b35ebe9.html 0
"elizabeth warren platform" Jaissica https://www.boston.com/uncategorized/noprimarytagmatch/2012/12/12/elizabeth-warren-gets-picked-for-banking-aging-and-health-committees 0
"elizabeth warren platform" Jaissica https://www.bostonherald.com/2019/10/01/mark-zuckerberg-elizabeth-warren-spat-shows-cracks-in-liberal-silicon-valley 1
"elizabeth warren platform" Jaissica https://www.bostonmagazine.com/news/2016/06/20/elizabeth-warren-clinton-wall-street 2
"elizabeth warren platform" Jaissica https://www.cnet.com/news/apple-joins-list-of-warrens-tech-breakup-targets 0
"elizabeth warren platform" Jaissica https://medium.com/@jwgarman2/elizabeth-warren-good-on-domestic-but-a-couple-of-questions-4d708623cc52 0
"elizabeth warren platform" Jaissica https://observer.com/2022/11/big-banks-blink-on-zelle-scams-maybe-elizabeth-warren-was-right-after-all 2
"elizabeth warren platform" Jaissica https://www.cbsnews.com/boston/news/elizabeth-warren-donald-trump-jon-keller-wbz 1
"elizabeth warren platform" Jaissica https://www.cnn.com/2019/01/31/politics/elizabeth-warren-2020-announcement/index.html 1
"elizabeth warren platform" Jaissica https://www.mercurynews.com/2019/10/04/mark-zuckerberg-will-try-not-to-antagonize-elizabeth-warren-further 2
"elizabeth warren platform" Jaissica https://reason.com/2022/04/01/elizabeth-warren-compares-buying-bitcoin-to-buying-air/printer 0
"elizabeth warren platform" Jaissica https://www.warren.senate.gov/oversight/letters/senators-warren-warner-brown-reed-express-concerns-to-treasury-regarding-potential-use-of-cryptocurrency-to-evade-sanctions 2
"elizabeth warren platform" Jaissica https://crooksandliars.com/2019/05/snl-elizabeth-warren-visits-explain 2
"elizabeth warren platform" Jaissica http://crooksandliars.com/2019/05/snl-elizabeth-warren-visits-explain 2
"elizabeth warren platform" Jaissica https://www.foxnews.com/politics/trolls-flood-dnc-native-american-event-elizabeth-warren.print 2
"elizabeth warren platform" Jaissica https://www.boston.com/news/coronavirus/2020/04/23/elizabeth-warren-brother-coronavirus 2
"elizabeth warren platform" Jaissica https://www.cbsnews.com/boston/news/elizabeth-warren-comic-book-senator-female-force-storm-entertainment-darren-davis 2
"elizabeth warren platform" Jaissica http://boston.cbslocal.com/2016/04/07/elizabeth-warren-comic-book-senator-female-force-storm-entertainment-darren-davis 2
"elizabeth warren platform" Jaissica https://cbsnews.com/feature/elizabeth-warren/3 2
"elizabeth warren platform" Jaissica https://thetakeout.com/elizabeth-warren-michelob-ultra-the-club-soda-of-beers-1831462773 2
"elizabeth warren platform" Jaissica http://dailycaller.com/2022/02/02/elizabeth-warren-bernie-sanders-ro-khanna-uber-lyft-pro-act 2
"elizabeth warren platform" Jaissica https://dailycaller.com/2022/02/02/elizabeth-warren-bernie-sanders-ro-khanna-uber-lyft-pro-act 2
"elizabeth warren platform" Jaissica https://cbsnews.com/feature/elizabeth-warren/4 2
"elizabeth warren platform" Jaissica https://www.vox.com/recode/2019/10/7/20903883/elizabeth-warren-mark-zuckerberg-donald-trump-advertisements-meeting-tweets 2
"elizabeth warren platform" Jaissica https://www.bostonglobe.com/2020/03/05/metro/heartache-losing-elizabeth-warren 2
"elizabeth warren platform" Jaissica https://www.newyorker.com/news/current/elizabeth-warrens-got-a-plan-for-that 2
"elizabeth warren platform" Jaissica https://www.pbs.org/newshour/tag/elizabeth-warren/page/13 2
"elizabeth warren platform" Jaissica http://www.cbsnews.com/tag/elizabeth-warren/21 2
"elizabeth warren platform" Jaissica https://reason.com/2022/04/01/elizabeth-warren-compares-buying-bitcoin-to-buying-air 2
"elizabeth warren platform" Jaissica http://dailycaller.com/2019/02/06/instagram-kayleigh-mcenany-elizabeth-warren 2
"elizabeth warren platform" Jaissica https://dailycaller.com/2019/02/06/instagram-kayleigh-mcenany-elizabeth-warren 1
"elizabeth warren platform" Jaissica https://thehill.com/homenews/senate/536179-elizabeth-warren-weighs-in-on-the-gamestop-stock-surge 0
"elizabeth warren platform" Jaissica https://www.warren.senate.gov/newsroom/press-releases/housingwire-senators-warren-corker-reach-across-the-aisle-on-gse-reform 2
"elizabeth warren platform" Jaissica https://www.vox.com/policy-and-politics/2019/4/22/18511860/elizabeth-warren-cnn-town-hall-tech 1
"elizabeth warren platform" Jaissica https://www.cbsnews.com/news/jonathan-van-ness-hiv-jvn-decided-to-endorse-elizabeth-warren-for-president-because-of-the-high-cost-of-hiv-medication 2
"elizabeth warren platform" Jaissica http://www.cbsnews.com/tag/elizabeth-warren/71 0
"elizabeth warren platform" Jaissica https://thehill.com/homenews/campaign/485394-warren-drops-presidential-bid 1
"elizabeth warren platform" Jaissica https://dailycaller.com/2019/08/20/warren-and-sanders-bible-progressivism 0
"elizabeth warren platform" Jaissica http://dailycaller.com/2019/08/20/warren-and-sanders-bible-progressivism 2
"elizabeth warren platform" Jaissica https://www.foxnews.com/politics/trolls-flood-dnc-native-american-event-elizabeth-warren 0
"elizabeth warren platform" Jaissica https://www.boston.com/news/politics/2022/10/04/fraud-scam-cases-increasing-on-zelle-report-from-warrens-office-finds 2
"elizabeth warren platform" Jaissica https://variety.com/2019/politics/news/elizabeth-warren-big-tech-1203158386 1
